Name	Kingdom	Phylum	Class	Order	Family	Genus	Species	MP_Frozen_DNA_D0_1	MP_Frozen_DNA_D0_2	MP_Frozen_DNA_D0_3	MP_Frozen_DNA_D14_1	MP_Frozen_DNA_D14_2	MP_Frozen_DNA_D14_3	MP_Frozen_DNA_D21_1	MP_Frozen_DNA_D21_2	MP_Frozen_DNA_D21_3	MP_Frozen_DNA_D03_1	MP_Frozen_DNA_D03_2	MP_Frozen_DNA_D03_3	MP_Frozen_DNA_D40_1	MP_Frozen_DNA_D40_2	MP_Frozen_DNA_D40_3	MP_Frozen_DNA_D07_1	MP_Frozen_DNA_D07_2	MP_Frozen_DNA_D07_3	MP_Frozen_RNA_D0_1	MP_Frozen_RNA_D0_2	MP_Frozen_RNA_D0_3	MP_Frozen_RNA_D14_1	MP_Frozen_RNA_D14_2	MP_Frozen_RNA_D14_3	MP_Frozen_RNA_D21_1	MP_Frozen_RNA_D21_2	MP_Frozen_RNA_D21_3	MP_Frozen_RNA_D03_1	MP_Frozen_RNA_D03_2	MP_Frozen_RNA_D03_3	MP_Frozen_RNA_D07_1	MP_Frozen_RNA_D07_2	MP_Frozen_RNA_D07_3	MP_Mawi_DNA_D0_1	MP_Mawi_DNA_D0_2	MP_Mawi_DNA_D0_3	MP_Mawi_DNA_D14_1	MP_Mawi_DNA_D14_2	MP_Mawi_DNA_D14_3	MP_Mawi_DNA_D21_1	MP_Mawi_DNA_D21_2	MP_Mawi_DNA_D21_3	MP_Mawi_DNA_D03_1	MP_Mawi_DNA_D03_2	MP_Mawi_DNA_D03_3	MP_Mawi_DNA_D40_1	MP_Mawi_DNA_D40_2	MP_Mawi_DNA_D40_3	MP_Mawi_DNA_D07_1	MP_Mawi_DNA_D07_2	MP_Mawi_DNA_D07_3	MP_Mawi_RNA_D0_1	MP_Mawi_RNA_D0_2	MP_Mawi_RNA_D0_3	MP_Mawi_RNA_D14_1	MP_Mawi_RNA_D14_2	MP_Mawi_RNA_D14_3	MP_Mawi_RNA_D21_1	MP_Mawi_RNA_D21_2	MP_Mawi_RNA_D21_3	MP_Mawi_RNA_D03_1	MP_Mawi_RNA_D03_2	MP_Mawi_RNA_D03_3	MP_Mawi_RNA_D07_1	MP_Mawi_RNA_D07_2	MP_Mawi_RNA_D07_3	Taxonomy Id	Taxonomy Lineage
Prevotella corporis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella corporis	0.0	0.0	0.0	0.0	28.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.1	0.0	23.77	29.47	0.0	0.0	0.0	27.57	0.0	53.99	0.0	23.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28128	k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Prevotellaceae(171552);g__Prevotella(838);s__Prevotella corporis(28128);
Prevotella disiens	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella disiens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.24	60.18	0.0	139.14	181.88	0.0	203.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	187.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.24	0.0	176.69	0.0	0.0	0.0	134.19	162.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28130	k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Prevotellaceae(171552);g__Prevotella(838);s__Prevotella disiens(28130);
Prevotella melaninogenica	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella melaninogenica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28132	k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Prevotellaceae(171552);g__Prevotella(838);s__Prevotella melaninogenica(28132);
Prevotella oulorum	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella oulorum	0.0	0.0	0.0	36.34	78.79	0.0	0.0	37.96	0.0	0.0	30.26	0.0	0.0	20.89	38.64	0.0	0.0	40.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.07	0.0	50.44	46.78	0.0	0.0	0.0	0.0	0.0	58.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28136	k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Prevotellaceae(171552);g__Prevotella(838);s__Prevotella oulorum(28136);
Prevotella pallens	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella pallens	0.0	0.0	0.0	0.0	13.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.06	0.0	0.0	12.82	12.33	13.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60133	k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Prevotellaceae(171552);g__Prevotella(838);s__Prevotella pallens(60133);
Prevotella sp. P5-119	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. P5-119	259.29	273.32	221.37	152.21	314.31	178.22	179.16	158.8	200.93	125.99	150.12	91.59	85.56	99.12	198.25	186.17	177.08	183.99	17.48	0.0	0.0	9.46	0.0	0.0	0.0	0.0	92.65	0.0	0.0	66.12	0.0	0.0	0.0	226.42	213.48	171.96	213.05	263.73	173.98	210.57	201.35	191.34	163.1	228.98	212.37	309.68	259.4	205.66	175.42	179.99	223.44	0.0	0.0	83.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1602171	k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Prevotellaceae(171552);g__Prevotella(838);s__Prevotella sp. P5-119(1602171);
Prevotella sp. S7-1-8	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. S7-1-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1284775	k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Prevotellaceae(171552);g__Prevotella(838);s__Prevotella sp. S7-1-8(1284775);
Prevotella stercorea	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella stercorea	749.08	751.53	549.92	355.86	738.47	385.23	422.35	334.89	466.29	302.86	404.83	203.62	207.96	206.35	420.98	500.46	466.35	508.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	580.98	504.02	452.84	400.46	792.25	430.56	564.9	672.8	604.88	440.57	580.84	592.98	829.78	795.38	573.43	509.05	569.56	637.39	0.0	0.0	0.0	200.56	0.0	137.06	0.0	0.0	0.0	0.0	0.0	0.0	171.38	0.0	0.0	363265	k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Prevotellaceae(171552);g__Prevotella(838);s__Prevotella stercorea(363265);
Prevotella timonensis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella timonensis	0.0	0.0	0.0	0.0	26.43	15.05	0.0	0.0	16.11	0.0	0.0	0.0	11.09	11.43	19.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.01	0.0	17.56	21.36	0.0	0.0	0.0	0.0	17.34	0.0	0.0	15.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	386414	k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Prevotellaceae(171552);g__Prevotella(838);s__Prevotella timonensis(386414);
Propionibacteriaceae_u_s	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacteriaceae_u_g	Propionibacteriaceae_u_s	7.63	0.0	0.0	0.0	12.18	0.0	0.0	8.12	0.0	0.0	0.0	0.0	3.66	4.81	4.1	0.0	7.27	0.0	15.03	14.61	17.92	94.23	24.83	11.94	860.88	19.28	19.7	7.55	17.8	0.0	10.8	6.71	10.26	5.98	41.42	0.0	7.86	0.0	0.0	0.0	7.63	0.0	0.0	5.29	0.0	0.0	0.0	0.0	0.0	3.86	0.0	0.0	7.16	3.76	152.18	468.15	262.96	33.5	0.0	6.62	127.26	95.46	18.6	16.18	0.0	143.44	31957	k__Bacteria(2);p__Actinobacteria(201174);c__Actinobacteria(1760);o__Propionibacteriales(85009);f__Propionibacteriaceae(31957);g__Propionibacteriaceae_u_g(31957);s__Propionibacteriaceae_u_s(31957);
Cutibacterium acnes	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium acnes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.07	0.0	0.0	0.0	0.0	0.0	0.0	976.3	0.0	11.85	0.0	0.0	10.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.44	0.0	0.0	12.81	29.67	279.6	35678.13	49.22	26.94	19.07	5.26	9.01	38.55	33.55	0.0	1747	k__Bacteria(2);p__Actinobacteria(201174);c__Actinobacteria(1760);o__Propionibacteriales(85009);f__Propionibacteriaceae(31957);g__Cutibacterium(1912216);s__Cutibacterium acnes(1747);
[Propionibacterium] namnetense	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	[Propionibacterium] namnetense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	254.17	0.0	0.0	0.0	0.0	8.1	0.0	6.85	0.0	1574624	k__Bacteria(2);p__Actinobacteria(201174);c__Actinobacteria(1760);o__Propionibacteriales(85009);f__Propionibacteriaceae(31957);g__Cutibacterium(1912216);s__[Propionibacterium] namnetense(1574624);
Cutibacterium granulosum	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium granulosum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33011	k__Bacteria(2);p__Actinobacteria(201174);c__Actinobacteria(1760);o__Propionibacteriales(85009);f__Propionibacteriaceae(31957);g__Cutibacterium(1912216);s__Cutibacterium granulosum(33011);
Propionibacterium sp. 434-HC2	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Propionibacterium sp. 434-HC2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	936048	k__Bacteria(2);p__Actinobacteria(201174);c__Actinobacteria(1760);o__Propionibacteriales(85009);f__Propionibacteriaceae(31957);g__Propionibacterium(1743);s__Propionibacterium sp. 434-HC2(936048);
Propionibacterium_u_s	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Propionibacterium_u_s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1743	k__Bacteria(2);p__Actinobacteria(201174);c__Actinobacteria(1760);o__Propionibacteriales(85009);f__Propionibacteriaceae(31957);g__Propionibacterium(1743);s__Propionibacterium_u_s(1743);
Propionibacterium sp. KPL1844	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Propionibacterium sp. KPL1844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1203573	k__Bacteria(2);p__Actinobacteria(201174);c__Actinobacteria(1760);o__Propionibacteriales(85009);f__Propionibacteriaceae(31957);g__Propionibacterium(1743);s__Propionibacterium sp. KPL1844(1203573);
Proteus_u_s	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	Proteus_u_s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	583	k__Bacteria(2);p__Proteobacteria(1224);c__Gammaproteobacteria(1236);o__Enterobacterales(91347);f__Morganellaceae(1903414);g__Proteus(583);s__Proteus_u_s(583);
Pseudobutyrivibrio_u_s	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Pseudobutyrivibrio	Pseudobutyrivibrio_u_s	0.0	0.0	0.0	4.75	8.62	12.47	8.14	5.76	5.73	7.74	0.0	0.0	7.57	0.0	0.0	0.0	0.0	4.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.43	4.79	4.39	5.66	13.03	5.67	0.0	0.0	5.29	0.0	0.0	6.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46205	k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Pseudobutyrivibrio(46205);s__Pseudobutyrivibrio_u_s(46205);
Pseudoflavonifractor capillosus	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_u_f	Pseudoflavonifractor	Pseudoflavonifractor capillosus	169.46	142.09	89.25	104.96	314.7	123.2	93.38	118.8	166.48	165.5	134.81	144.64	156.98	114.89	244.31	168.94	132.02	202.58	20.25	20.74	16.36	15.26	18.95	25.26	19.94	28.05	26.03	25.84	27.14	40.87	58.61	31.53	34.5	286.69	146.83	139.15	194.85	93.99	150.64	190.51	135.08	102.78	82.92	171.16	167.68	133.71	123.71	99.54	123.44	135.75	180.1	68.89	48.79	78.97	188.67	0.0	355.95	0.0	0.0	0.0	0.0	0.0	241.48	0.0	0.0	0.0	106588	k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Clostridiales_u_f(186802);g__Pseudoflavonifractor(1017280);s__Pseudoflavonifractor capillosus(106588);
Pseudomonas fluorescens group	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.8	0.0	0.0	0.0	0.0	0.0	136843	k__Bacteria(2);p__Proteobacteria(1224);c__Gammaproteobacteria(1236);o__Pseudomonadales(72274);f__Pseudomonadaceae(135621);g__Pseudomonas(286);s__Pseudomonas fluorescens group(136843);
Pseudomonas_u_s	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_u_s	2.56	2.96	3.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.18	6.44	40.13	49.44	0.0	0.0	0.0	0.0	4.42	8.18	14.79	53.92	2.4	90.57	1.72	17.53	0.0	0.0	0.0	0.0	1.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.51	0.0	25.81	9.89	6.68	14.62	10.06	28.07	6.35	15.71	12.4	56.19	32.54	29.7	286	k__Bacteria(2);p__Proteobacteria(1224);c__Gammaproteobacteria(1236);o__Pseudomonadales(72274);f__Pseudomonadaceae(135621);g__Pseudomonas(286);s__Pseudomonas_u_s(286);
Pseudomonas stutzeri group	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas stutzeri group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	136846	k__Bacteria(2);p__Proteobacteria(1224);c__Gammaproteobacteria(1236);o__Pseudomonadales(72274);f__Pseudomonadaceae(135621);g__Pseudomonas(286);s__Pseudomonas stutzeri group(136846);
Pseudomonas aeruginosa	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.33	0.0	0.0	24.66	43.42	13.61	0.0	0.0	0.0	7.89	0.0	6.07	287	k__Bacteria(2);p__Proteobacteria(1224);c__Gammaproteobacteria(1236);o__Pseudomonadales(72274);f__Pseudomonadaceae(135621);g__Pseudomonas(286);s__Pseudomonas aeruginosa(287);
Pseudomonas fluorescens	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.63	0.0	25.35	0.0	0.0	0.0	294	k__Bacteria(2);p__Proteobacteria(1224);c__Gammaproteobacteria(1236);o__Pseudomonadales(72274);f__Pseudomonadaceae(135621);g__Pseudomonas(286);s__Pseudomonas fluorescens(294);
Pseudomonas sp. CF150	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. CF150	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.03	0.0	0.0	0.0	0.0	0.0	911240	k__Bacteria(2);p__Proteobacteria(1224);c__Gammaproteobacteria(1236);o__Pseudomonadales(72274);f__Pseudomonadaceae(135621);g__Pseudomonas(286);s__Pseudomonas sp. CF150(911240);
Psychroflexus_u_s	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Psychroflexus	Psychroflexus_u_s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	150.2	0.0	0.0	44.79	0.0	0.0	0.0	85.8	44.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.76	0.0	0.0	708.75	0.0	0.0	196.74	0.0	490.15	0.0	0.0	0.0	634.45	83612	k__Bacteria(2);p__Bacteroidetes(976);c__Flavobacteriia(117743);o__Flavobacteriales(200644);f__Flavobacteriaceae(49546);g__Psychroflexus(83612);s__Psychroflexus_u_s(83612);
Rhizobiales_u_s	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_u_f	Rhizobiales_u_g	Rhizobiales_u_s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	356	k__Bacteria(2);p__Proteobacteria(1224);c__Alphaproteobacteria(28211);o__Rhizobiales(356);f__Rhizobiales_u_f(356);g__Rhizobiales_u_g(356);s__Rhizobiales_u_s(356);
Phyllobacteriaceae_u_s	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Phyllobacteriaceae_u_g	Phyllobacteriaceae_u_s	8.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69277	k__Bacteria(2);p__Proteobacteria(1224);c__Alphaproteobacteria(28211);o__Rhizobiales(356);f__Phyllobacteriaceae(69277);g__Phyllobacteriaceae_u_g(69277);s__Phyllobacteriaceae_u_s(69277);
Bradyrhizobiaceae_u_s	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobiaceae_u_g	Bradyrhizobiaceae_u_s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41294	k__Bacteria(2);p__Proteobacteria(1224);c__Alphaproteobacteria(28211);o__Rhizobiales(356);f__Bradyrhizobiaceae(41294);g__Bradyrhizobiaceae_u_g(41294);s__Bradyrhizobiaceae_u_s(41294);
